alert_id,alert_type,location,station_id,district,latitude,longitude,forecast_horizon,risk_score,risk_tier,alert_severity,susceptibility,rainfall_trigger_index,forecast_rainfall_mm,timestamp,status,risk_mode,disclaimer
ALT-GRID-00354,REGIONAL_GRID_CELL,"Cell COARSE_C11872 (27.239N, 88.592E)",COARSE_C11872,East Sikkim,27.239,88.592,+6h,0.6246,High,HIGH,0.9908,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00355,REGIONAL_GRID_CELL,"Cell COARSE_C11873 (27.239N, 88.593E)",COARSE_C11873,East Sikkim,27.239,88.593,+6h,0.5692,High,HIGH,0.8903,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00356,REGIONAL_GRID_CELL,"Cell COARSE_C11875 (27.239N, 88.595E)",COARSE_C11875,East Sikkim,27.239,88.595,+6h,0.562,High,HIGH,0.8773,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00357,REGIONAL_GRID_CELL,"Cell COARSE_C11877 (27.239N, 88.597E)",COARSE_C11877,East Sikkim,27.239,88.597,+6h,0.5542,High,HIGH,0.8631,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00358,REGIONAL_GRID_CELL,"Cell COARSE_C11885 (27.239N, 88.605E)",COARSE_C11885,East Sikkim,27.239,88.605,+6h,0.5597,High,HIGH,0.8829,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00359,REGIONAL_GRID_CELL,"Cell COARSE_C11905 (27.239N, 88.625E)",COARSE_C11905,East Sikkim,27.239,88.625,+6h,0.5884,High,HIGH,0.9352,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00360,REGIONAL_GRID_CELL,"Cell COARSE_C12073 (27.240N, 88.592E)",COARSE_C12073,East Sikkim,27.24,88.592,+6h,0.6247,High,HIGH,0.9909,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00361,REGIONAL_GRID_CELL,"Cell COARSE_C12074 (27.240N, 88.593E)",COARSE_C12074,East Sikkim,27.24,88.593,+6h,0.6234,High,HIGH,0.9886,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00362,REGIONAL_GRID_CELL,"Cell COARSE_C12093 (27.240N, 88.612E)",COARSE_C12093,East Sikkim,27.24,88.612,+6h,0.5793,High,HIGH,0.9186,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00363,REGIONAL_GRID_CELL,"Cell COARSE_C12275 (27.241N, 88.593E)",COARSE_C12275,East Sikkim,27.241,88.593,+6h,0.559,High,HIGH,0.8718,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00364,REGIONAL_GRID_CELL,"Cell COARSE_C12276 (27.241N, 88.594E)",COARSE_C12276,East Sikkim,27.241,88.594,+6h,0.6246,High,HIGH,0.9908,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00365,REGIONAL_GRID_CELL,"Cell COARSE_C12284 (27.241N, 88.602E)",COARSE_C12284,East Sikkim,27.241,88.602,+6h,0.6156,High,HIGH,0.9846,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00366,REGIONAL_GRID_CELL,"Cell COARSE_C12285 (27.241N, 88.603E)",COARSE_C12285,East Sikkim,27.241,88.603,+6h,0.6179,High,HIGH,0.9888,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00367,REGIONAL_GRID_CELL,"Cell COARSE_C12479 (27.242N, 88.596E)",COARSE_C12479,East Sikkim,27.242,88.596,+6h,0.6251,High,HIGH,0.9916,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00368,REGIONAL_GRID_CELL,"Cell COARSE_C12486 (27.242N, 88.603E)",COARSE_C12486,East Sikkim,27.242,88.603,+6h,0.6158,High,HIGH,0.985,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00369,REGIONAL_GRID_CELL,"Cell COARSE_C12490 (27.242N, 88.607E)",COARSE_C12490,East Sikkim,27.242,88.607,+6h,0.5708,High,HIGH,0.9031,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00370,REGIONAL_GRID_CELL,"Cell COARSE_C12493 (27.242N, 88.610E)",COARSE_C12493,East Sikkim,27.242,88.61,+6h,0.5742,High,HIGH,0.9093,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00371,REGIONAL_GRID_CELL,"Cell COARSE_C12681 (27.243N, 88.597E)",COARSE_C12681,East Sikkim,27.243,88.597,+6h,0.6245,High,HIGH,0.9906,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00372,REGIONAL_GRID_CELL,"Cell COARSE_C12683 (27.243N, 88.599E)",COARSE_C12683,East Sikkim,27.243,88.599,+6h,0.6206,High,HIGH,0.9834,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00373,REGIONAL_GRID_CELL,"Cell COARSE_C12693 (27.243N, 88.609E)",COARSE_C12693,East Sikkim,27.243,88.609,+6h,0.6208,High,HIGH,0.9942,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00374,REGIONAL_GRID_CELL,"Cell COARSE_C12880 (27.244N, 88.595E)",COARSE_C12880,East Sikkim,27.244,88.595,+6h,0.5766,High,HIGH,0.9037,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00375,REGIONAL_GRID_CELL,"Cell COARSE_C12887 (27.244N, 88.602E)",COARSE_C12887,Pakyong,27.244,88.602,+6h,0.6195,High,HIGH,0.9918,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00376,REGIONAL_GRID_CELL,"Cell COARSE_C12894 (27.244N, 88.609E)",COARSE_C12894,East Sikkim,27.244,88.609,+6h,0.6167,High,HIGH,0.9866,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00377,REGIONAL_GRID_CELL,"Cell COARSE_C12895 (27.244N, 88.610E)",COARSE_C12895,East Sikkim,27.244,88.61,+6h,0.579,High,HIGH,0.918,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00378,REGIONAL_GRID_CELL,"Cell COARSE_C12896 (27.244N, 88.611E)",COARSE_C12896,East Sikkim,27.244,88.611,+6h,0.6203,High,HIGH,0.9932,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00379,REGIONAL_GRID_CELL,"Cell COARSE_C13091 (27.245N, 88.605E)",COARSE_C13091,East Sikkim,27.245,88.605,+6h,0.5697,High,HIGH,0.9012,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00380,REGIONAL_GRID_CELL,"Cell COARSE_C13276 (27.246N, 88.589E)",COARSE_C13276,East Sikkim,27.246,88.589,+6h,0.5717,High,HIGH,0.8949,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00381,REGIONAL_GRID_CELL,"Cell COARSE_C13281 (27.246N, 88.594E)",COARSE_C13281,East Sikkim,27.246,88.594,+6h,0.6255,High,HIGH,0.9923,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00382,REGIONAL_GRID_CELL,"Cell COARSE_C13285 (27.246N, 88.598E)",COARSE_C13285,East Sikkim,27.246,88.598,+6h,0.5756,High,HIGH,0.9019,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00383,REGIONAL_GRID_CELL,"Cell COARSE_C13300 (27.246N, 88.613E)",COARSE_C13300,East Sikkim,27.246,88.613,+6h,0.5605,High,HIGH,0.8845,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00384,REGIONAL_GRID_CELL,"Cell COARSE_C13495 (27.247N, 88.607E)",COARSE_C13495,East Sikkim,27.247,88.607,+6h,0.5806,High,HIGH,0.921,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00385,REGIONAL_GRID_CELL,"Cell COARSE_C13687 (27.248N, 88.598E)",COARSE_C13687,East Sikkim,27.248,88.598,+6h,0.6265,High,HIGH,0.9941,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00386,REGIONAL_GRID_CELL,"Cell COARSE_C13694 (27.248N, 88.605E)",COARSE_C13694,East Sikkim,27.248,88.605,+6h,0.6217,High,HIGH,0.9957,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00387,REGIONAL_GRID_CELL,"Cell COARSE_C13874 (27.249N, 88.584E)",COARSE_C13874,East Sikkim,27.249,88.584,+6h,0.6034,High,HIGH,0.9523,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00388,REGIONAL_GRID_CELL,"Cell COARSE_C13887 (27.249N, 88.597E)",COARSE_C13887,East Sikkim,27.249,88.597,+6h,0.6262,High,HIGH,0.9936,0.2594,17.8,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00389,REGIONAL_GRID_CELL,"Cell COARSE_C13895 (27.249N, 88.605E)",COARSE_C13895,East Sikkim,27.249,88.605,+6h,0.6216,High,HIGH,0.9955,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00390,REGIONAL_GRID_CELL,"Cell COARSE_C13898 (27.249N, 88.608E)",COARSE_C13898,East Sikkim,27.249,88.608,+6h,0.6194,High,HIGH,0.9915,0.2481,17.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00391,REGIONAL_GRID_CELL,"Cell COARSE_C14075 (27.250N, 88.584E)",COARSE_C14075,East Sikkim,27.25,88.584,+6h,0.6012,High,HIGH,0.9939,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00392,REGIONAL_GRID_CELL,"Cell COARSE_C14290 (27.251N, 88.598E)",COARSE_C14290,East Sikkim,27.251,88.598,+6h,0.6019,High,HIGH,0.9953,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00393,REGIONAL_GRID_CELL,"Cell COARSE_C15288 (27.256N, 88.591E)",COARSE_C15288,East Sikkim,27.256,88.591,+6h,0.5681,High,HIGH,0.9328,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00394,REGIONAL_GRID_CELL,"Cell COARSE_C15492 (27.257N, 88.594E)",COARSE_C15492,East Sikkim,27.257,88.594,+6h,0.5616,High,HIGH,0.9208,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00395,REGIONAL_GRID_CELL,"Cell COARSE_C16704 (27.263N, 88.600E)",COARSE_C16704,East Sikkim,27.263,88.6,+6h,0.5922,High,HIGH,0.9773,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00396,REGIONAL_GRID_CELL,"Cell COARSE_C17105 (27.265N, 88.599E)",COARSE_C17105,East Sikkim,27.265,88.599,+6h,0.5867,High,HIGH,0.9671,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00397,REGIONAL_GRID_CELL,"Cell COARSE_C17301 (27.266N, 88.594E)",COARSE_C17301,East Sikkim,27.266,88.594,+6h,0.5753,High,HIGH,0.9461,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00398,REGIONAL_GRID_CELL,"Cell COARSE_C17488 (27.267N, 88.580E)",COARSE_C17488,East Sikkim,27.267,88.58,+6h,0.5599,High,HIGH,0.9177,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00399,REGIONAL_GRID_CELL,"Cell COARSE_C17489 (27.267N, 88.581E)",COARSE_C17489,East Sikkim,27.267,88.581,+6h,0.5625,High,HIGH,0.9226,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00400,REGIONAL_GRID_CELL,"Cell COARSE_C17497 (27.267N, 88.589E)",COARSE_C17497,East Sikkim,27.267,88.589,+6h,0.5603,High,HIGH,0.9184,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00401,REGIONAL_GRID_CELL,"Cell COARSE_C17690 (27.268N, 88.581E)",COARSE_C17690,East Sikkim,27.268,88.581,+6h,0.5749,High,HIGH,0.9454,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00402,REGIONAL_GRID_CELL,"Cell COARSE_C17898 (27.269N, 88.588E)",COARSE_C17898,East Sikkim,27.269,88.588,+6h,0.6025,High,HIGH,0.9964,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00403,REGIONAL_GRID_CELL,"Cell COARSE_C17899 (27.269N, 88.589E)",COARSE_C17899,East Sikkim,27.269,88.589,+6h,0.5649,High,HIGH,0.9269,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00404,REGIONAL_GRID_CELL,"Cell COARSE_C18091 (27.270N, 88.580E)",COARSE_C18091,East Sikkim,27.27,88.58,+6h,0.602,High,HIGH,0.9954,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00405,REGIONAL_GRID_CELL,"Cell COARSE_C18105 (27.270N, 88.594E)",COARSE_C18105,East Sikkim,27.27,88.594,+6h,0.6027,High,HIGH,0.9968,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00406,REGIONAL_GRID_CELL,"Cell COARSE_C18302 (27.271N, 88.590E)",COARSE_C18302,East Sikkim,27.271,88.59,+6h,0.6008,High,HIGH,0.9932,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00407,REGIONAL_GRID_CELL,"Cell COARSE_C18304 (27.271N, 88.592E)",COARSE_C18304,East Sikkim,27.271,88.592,+6h,0.558,High,HIGH,0.9143,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00408,REGIONAL_GRID_CELL,"Cell COARSE_C18305 (27.271N, 88.593E)",COARSE_C18305,East Sikkim,27.271,88.593,+6h,0.5636,High,HIGH,0.9246,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00409,REGIONAL_GRID_CELL,"Cell COARSE_C18306 (27.271N, 88.594E)",COARSE_C18306,East Sikkim,27.271,88.594,+6h,0.5646,High,HIGH,0.9264,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00410,REGIONAL_GRID_CELL,"Cell COARSE_C18509 (27.272N, 88.596E)",COARSE_C18509,East Sikkim,27.272,88.596,+6h,0.6016,High,HIGH,0.9947,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00411,REGIONAL_GRID_CELL,"Cell COARSE_C18714 (27.273N, 88.600E)",COARSE_C18714,East Sikkim,27.273,88.6,+6h,0.5753,High,HIGH,0.9462,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00412,REGIONAL_GRID_CELL,"Cell COARSE_C19100 (27.275N, 88.584E)",COARSE_C19100,East Sikkim,27.275,88.584,+6h,0.6019,High,HIGH,0.9952,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00413,REGIONAL_GRID_CELL,"Cell COARSE_C19108 (27.275N, 88.592E)",COARSE_C19108,East Sikkim,27.275,88.592,+6h,0.6006,High,HIGH,0.9928,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00414,REGIONAL_GRID_CELL,"Cell COARSE_C19515 (27.277N, 88.597E)",COARSE_C19515,East Sikkim,27.277,88.597,+6h,0.5569,High,HIGH,0.9121,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00415,REGIONAL_GRID_CELL,"Cell COARSE_C19517 (27.277N, 88.599E)",COARSE_C19517,East Sikkim,27.277,88.599,+6h,0.5556,High,HIGH,0.9097,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00416,REGIONAL_GRID_CELL,"Cell COARSE_C19705 (27.278N, 88.586E)",COARSE_C19705,East Sikkim,27.278,88.586,+6h,0.6019,High,HIGH,0.9953,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00417,REGIONAL_GRID_CELL,"Cell COARSE_C19711 (27.278N, 88.592E)",COARSE_C19711,East Sikkim,27.278,88.592,+6h,0.6017,High,HIGH,0.9948,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00418,REGIONAL_GRID_CELL,"Cell COARSE_C19912 (27.279N, 88.592E)",COARSE_C19912,East Sikkim,27.279,88.592,+6h,0.6006,High,HIGH,0.9928,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00419,REGIONAL_GRID_CELL,"Cell COARSE_C19913 (27.279N, 88.593E)",COARSE_C19913,East Sikkim,27.279,88.593,+6h,0.5999,High,HIGH,0.9916,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00420,REGIONAL_GRID_CELL,"Cell COARSE_C19914 (27.279N, 88.594E)",COARSE_C19914,East Sikkim,27.279,88.594,+6h,0.5982,High,HIGH,0.9885,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00421,REGIONAL_GRID_CELL,"Cell COARSE_C19915 (27.279N, 88.595E)",COARSE_C19915,East Sikkim,27.279,88.595,+6h,0.5817,High,HIGH,0.958,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00422,REGIONAL_GRID_CELL,"Cell COARSE_C19916 (27.279N, 88.596E)",COARSE_C19916,East Sikkim,27.279,88.596,+6h,0.5771,High,HIGH,0.9494,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00423,REGIONAL_GRID_CELL,"Cell COARSE_C20114 (27.280N, 88.593E)",COARSE_C20114,East Sikkim,27.28,88.593,+6h,0.6023,High,HIGH,0.996,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00424,REGIONAL_GRID_CELL,"Cell COARSE_C20117 (27.280N, 88.596E)",COARSE_C20117,East Sikkim,27.28,88.596,+6h,0.5978,High,HIGH,0.9876,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00425,REGIONAL_GRID_CELL,"Cell COARSE_C20118 (27.280N, 88.597E)",COARSE_C20118,East Sikkim,27.28,88.597,+6h,0.6016,High,HIGH,0.9946,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00426,REGIONAL_GRID_CELL,"Cell COARSE_C20318 (27.281N, 88.596E)",COARSE_C20318,East Sikkim,27.281,88.596,+6h,0.5997,High,HIGH,0.9912,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00427,REGIONAL_GRID_CELL,"Cell COARSE_C20319 (27.281N, 88.597E)",COARSE_C20319,East Sikkim,27.281,88.597,+6h,0.5992,High,HIGH,0.9903,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00428,REGIONAL_GRID_CELL,"Cell COARSE_C20513 (27.282N, 88.590E)",COARSE_C20513,East Sikkim,27.282,88.59,+6h,0.5636,High,HIGH,0.9246,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00429,REGIONAL_GRID_CELL,"Cell COARSE_C20515 (27.282N, 88.592E)",COARSE_C20515,East Sikkim,27.282,88.592,+6h,0.5783,High,HIGH,0.9516,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00430,REGIONAL_GRID_CELL,"Cell COARSE_C20518 (27.282N, 88.595E)",COARSE_C20518,East Sikkim,27.282,88.595,+6h,0.5997,High,HIGH,0.9911,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00431,REGIONAL_GRID_CELL,"Cell COARSE_C20718 (27.283N, 88.594E)",COARSE_C20718,East Sikkim,27.283,88.594,+6h,0.6004,High,HIGH,0.9925,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00432,REGIONAL_GRID_CELL,"Cell COARSE_C20919 (27.284N, 88.594E)",COARSE_C20919,East Sikkim,27.284,88.594,+6h,0.6012,High,HIGH,0.994,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00433,REGIONAL_GRID_CELL,"Cell COARSE_C20923 (27.284N, 88.598E)",COARSE_C20923,East Sikkim,27.284,88.598,+6h,0.6007,High,HIGH,0.9931,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00434,REGIONAL_GRID_CELL,"Cell COARSE_C21118 (27.285N, 88.592E)",COARSE_C21118,East Sikkim,27.285,88.592,+6h,0.5596,High,HIGH,0.9172,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00435,REGIONAL_GRID_CELL,"Cell COARSE_C21723 (27.288N, 88.594E)",COARSE_C21723,East Sikkim,27.288,88.594,+6h,0.5998,High,HIGH,0.9914,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00436,REGIONAL_GRID_CELL,"Cell COARSE_C21923 (27.289N, 88.593E)",COARSE_C21923,East Sikkim,27.289,88.593,+6h,0.5999,High,HIGH,0.9916,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00437,REGIONAL_GRID_CELL,"Cell COARSE_C21930 (27.289N, 88.600E)",COARSE_C21930,East Sikkim,27.289,88.6,+6h,0.599,High,HIGH,0.9899,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00438,REGIONAL_GRID_CELL,"Cell COARSE_C22120 (27.290N, 88.589E)",COARSE_C22120,East Sikkim,27.29,88.589,+6h,0.5998,High,HIGH,0.9913,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00439,REGIONAL_GRID_CELL,"Cell COARSE_C22122 (27.290N, 88.591E)",COARSE_C22122,East Sikkim,27.29,88.591,+6h,0.6008,High,HIGH,0.9932,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00440,REGIONAL_GRID_CELL,"Cell COARSE_C22123 (27.290N, 88.592E)",COARSE_C22123,East Sikkim,27.29,88.592,+6h,0.6,High,HIGH,0.9918,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00441,REGIONAL_GRID_CELL,"Cell COARSE_C22127 (27.290N, 88.596E)",COARSE_C22127,East Sikkim,27.29,88.596,+6h,0.5993,High,HIGH,0.9905,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00442,REGIONAL_GRID_CELL,"Cell COARSE_C22128 (27.290N, 88.597E)",COARSE_C22128,East Sikkim,27.29,88.597,+6h,0.597,High,HIGH,0.9862,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-00443,REGIONAL_GRID_CELL,"Cell COARSE_C22323 (27.291N, 88.591E)",COARSE_C22323,East Sikkim,27.291,88.591,+6h,0.6011,High,HIGH,0.9937,0.209,14.1,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
